CPU.STAT.usr,CPU.STAT.nice,CPU.STAT.sys,CPU.STAT.iowait,CPU.STAT.irq,CPU.STAT.soft,CPU.STAT.steal,CPU.STAT.guest,CPU.STAT.util,CPU.STAT.cutil,STORAGE.STAT.rs,STORAGE.STAT.ws,STORAGE.STAT.rMBs,STORAGE.STAT.wMBs,STORAGE.STAT.rrqm,STORAGE.STAT.wrqm,STORAGE.STAT.rareq-sz,STORAGE.STAT.wareq-sz,STORAGE.STAT.r_await,STORAGE.STAT.w_await,STORAGE.STAT.util,STORAGE.STAT.aqu-sz,NET.STAT.rxkBs,NET.STAT.txkBs,NET.STAT.rxpcks,NET.STAT.txpcks,NET.STAT.ifutil,NET.ESTAT.errs,NET.ESTAT.util,MEM.MEMINFO.MemTotal,MEM.MEMINFO.MemFree,MEM.MEMINFO.MemAvailable,MEM.MEMINFO.SwapTotal,MEM.MEMINFO.Dirty,MEM.BANDWIDTH.Total_Util,PERF.STAT.IPC,PERF.STAT.CACHE-MISS-RATIO,PERF.STAT.MPKI,PERF.STAT.ITLB-LOAD-MISS-RATIO,PERF.STAT.DTLB-LOAD-MISS-RATIO,PERF.STAT.SBPI,PERF.STAT.SBPC,MEM.VMSTAT.procs.b,MEM.VMSTAT.memory.swpd,MEM.VMSTAT.io.bo,MEM.VMSTAT.system.in,MEM.VMSTAT.system.cs,MEM.VMSTAT.util.swap,MEM.VMSTAT.util.cpu,MEM.VMSTAT.procs.r,SYS.TASKS.procs,SYS.TASKS.cswchs,SYS.LDAVG.runq-sz,SYS.LDAVG.plist-sz,SYS.LDAVG.ldavg-1,SYS.LDAVG.ldavg-5,SYS.FDUTIL.fd-util,workload.appname
0.55,0,0.45,4.4,3.85,0.25,0,0,5.1,5.09,0,1787,0,7.09,0,0.06,0,4.06,0,0.55,100.1,0.39,0.05,0.06,1,1,0,0,0,31380316,8294676,22438944,16379900,1784,0,1.372,23.87,1.79,-1,-1,1,1.372,1,0,7240,39961,21621,0,5,1,0,21620,0,1657,1.45,1.26,0,fileio stress
0.6,0,0.2,4.35,3.9,0.05,0,0,4.75,4.75,0,1700,0,6.4,0,0,0,3.86,0,0.58,100.1,0.39,0.15,0.26,3,4,0,0,0,31380316,8298024,22442292,16379900,1208,0,1.376,24.379,1.868,-1,-1,1,1.376,1,0,6554,39885,21955,0,5,1,0,21961,0,1660,1.45,1.26,0,fileio stress
0.5,0,0.45,4.35,3.9,0.25,0,0,5.1,5.09,0,1727,0,6.55,0,0,0,3.89,0,0.57,100.1,0.39,0.37,0.54,6,7,0,0,0,31380316,8283980,22428248,16379900,776,0,1.379,21.654,1.736,-1,-1,1,1.379,1,0,6725,39342,23374,0,5,0,0,23224,2,1657,1.45,1.26,0,fileio stress
1.25,0,0.45,4.44,3.89,0.25,0,0,5.84,5.83,0,1656,0,6.27,0,0,0,3.87,0,0.59,100.1,0.4,0.05,0.06,1,1,0,0,0,31380316,8283200,22427468,16379900,788,0,1.409,26.291,3.177,-1,-1,1,1.409,1,0,6416,40548,21915,0,5,1,1,21826,2,1659,1.42,1.26,0,fileio stress
0.55,0,0.5,4.29,3.94,0.15,0,0,5.14,5.13,0,1572,0,6,0,0,0,3.91,0,0.62,100,0.44,0.05,0.13,1,2,0,0,0,31380316,8286272,22430544,16379900,1352,0,1.442,23.681,1.891,-1,-1,1,1.442,1,0,6158,39276,20336,0,5,0,0,20307,1,1661,1.42,1.26,0,fileio stress
0.4,0,0.4,4.4,3.75,0.15,0,0,4.7,4.7,0,1544,0,5.81,0,0,0,3.85,0,0.63,99.9,0.43,0.26,0.39,4,5,0,0,0,31380316,8299548,22443820,16379900,872,0,1.33,26.816,2.252,-1,-1,1,1.33,0,0,5963,38384,22206,0,5,2,0,22155,0,1659,1.42,1.26,0,fileio stress
0.45,0,0.3,4.41,3.86,0.15,0,0,4.76,4.75,0,1578,0,5.97,0,0,0,3.87,0,0.62,100,0.43,5.1,1.4,10,12,0.04,0,0,31380316,8299520,22443792,16379900,1400,0,1.355,26.615,2.161,-1,-1,1,1.355,1,0,6113,39275,21477,0,5,1,0,21486,0,1657,1.38,1.26,0,fileio stress
0.6,0,0.3,4.3,3.75,0.2,0,0,4.85,4.85,0,1695,0,6.4,0,0,0,3.87,0,0.58,100.1,0.4,0.1,0.13,2,2,0,0,0,31380316,8297488,22441792,16379900,1152,0,1.449,20.543,1.691,-1,-1,1,1.449,1,0,6540,37817,22231,0,4,1,0,22215,1,1657,1.38,1.26,0,fileio stress
0.55,0,0.6,4.35,3.75,0.1,0,0,5,5,0,1696,0,7.12,0,0,0,4.3,0,0.57,99.8,0.38,0.15,0.19,3,3,0,0,0,31380316,8298764,22443068,16379900,936,0,1.335,22.625,2.023,-1,-1,1,1.335,1,0,7302,38091,21995,0,5,0,0,21978,0,1660,1.38,1.26,0,fileio stress
0.55,0,0.55,4.34,4.04,0.25,0,0,5.39,5.38,0,1689,0,6.37,0,0,0,3.86,0,0.58,100,0.39,0.15,0.19,3,3,0,0,0,31380316,8297212,22441516,16379900,472,0,1.334,26.07,2.227,-1,-1,1,1.334,1,0,6519,39037,22241,0,6,1,1,22249,1,1657,1.38,1.26,0,fileio stress
0.6,0,0.4,4.39,3.89,0.1,0,0,4.99,4.99,0,1582,0,5.93,0,0,0,3.84,0,0.62,100.4,0.43,0.15,0.19,3,3,0,0,0,31380316,8296656,22440960,16379900,728,0,1.358,24.504,1.998,-1,-1,1,1.358,1,0,6054,38718,20245,0,4,1,0,20236,1,1659,1.35,1.25,0,fileio stress
0.9,0,0.55,4.45,3.75,0.1,0,0,5.3,5.31,0,1546,0,5.83,0,0,0,3.86,0,0.64,100.1,0.46,0.05,0.06,1,1,0,0,0,31380316,8294708,22439012,16379900,752,0,1.351,24.383,2.317,-1,-1,1,1.351,1,0,5969,38093,24951,0,5,0,0,24947,1,1663,1.35,1.25,0,fileio stress
